,,open,minister,food,china,home,know,chinese,look,restaurant,need,include,play,life,use,government,japan,want,day,way,world,old,country,come,people,like,good,art,time,new,work,firm,cost,global,start,investment,help,design,add,product,technology,financial,service,asia,customer,industry,bank,market,business,company,income,yesterday,earning,share,asset,continue,end,stock,revenue,profit,low,month,group,net,quarter,2013,increase,price,rate,billion,expect,rise,high,growth,march,counter,share price,director,offer,exchange,list,acquire,week,unit,close,trading,purchase,shareholder,average,issue,bitcoin,holding,trade,executive,launch,developer,sq,area,sale,land,site,development,project,property,cma,offshore,information,large,oil,cloud,datum,vessel,wine,value,economic,international,report,psf,private,board,sell,buyer,public,state,plan,member,provide,fund,space,create,local,team,award,event,brand,grow,investor,second,june,2014,fall,policy,inflation,economy,sgx,management,system,corporate,bond,interest,buy,energy,residential,hotel,building,office,construction,set,point,2015,region,build,security,think,thing,city,place,chef,lee,total,reit,keppel,term,budget,support,sector,april,capital,ocbc,dbs,information publish,target price,publish,loan,target,noble,remain,watch,car,big,dollar,currency,east,lim,worker,2011,constituency,wp,national,general,vote,candidate,singaporean,grc,election,pap,party,dish,japanese,room,music,president,american,artist,film,singpost,loss,iran,base,sme,trump,central,centre,trust,2016,course,water,index,note,change,swiber,family,find,presidential,political,payment,job,hong kong,kong,hong,housing,industrial,estate,2017,tax,future,programme,lng,maritime,ago,digital,airline,airport,road,cash,india,foreign,north korea,korea,north,organisation,contract,risk,employee,ceo,corporate governance,governance,solution,number,gst,2018,deal,economist,game,asean,fintech,house,healthcare,news,online,july,measure,acquisition,community,regional,long,diversity,app,retail,grab,fuel,30,innovation,live,brexit,real,2019,analyst,gain,cyber,culture,startup,experience,equity,hyflux,cut,net profit,june 30,result,period,partner
2015Q1,0,,,,631.9827839422911,,,,,,,,,,,,,,,,,,,,,,,,721.6837294757468,,,,,638.4868496080381,,552.6278030976725,,,,,,,,,,,1515.9973388161916,2242.975834335534,,603.0597816552091,,,,,,,,906.4475763083321,,,952.9593992078569,895.830390714716,,,,,562.6525905351307,2115.547069538475,1443.1390449689436,847.8501677946282,968.2916756141769,927.2984504302534,841.4549130929249,1347.7984734851354,,,,,,,,,,,,,,,,,,,538.8890897138216,,,,,,,,,,,,,,,,1142.4747908713916,,,,,,,,670.8529779507604,,,,,,,,,,,,,,,,,,,,626.454345172672,,,634.6534424988498,878.4022491144376,534.7174935205419,,849.3392860694508,,,,,553.7171085070718,614.1022515780821,,,,,,,,,643.1876951062679,653.8233287538692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015Q1,1,,,,,,,,,,370.8392907490157,302.1484095724047,,,,,,,,,267.458455435695,,,,,,377.34846308961863,,414.1503743685283,740.573154716147,355.7660235323511,,,334.85338914870874,,,305.31906248498115,,249.31945520212744,,,,445.18003379676094,545.5170327830659,253.63342505130723,430.2214514696286,,402.71290526859633,1245.929712490313,875.7064678575267,,,,,,,,,,,,,425.10885134537347,,,,,,,,,,254.04835267261936,240.81456043026355,,,,,291.567421285064,,,,,,,,,,,,,,,,,,,,,,,285.05193565842495,,,,,,,,,,,242.95493586449038,,,327.34399933471957,,,,,,,,,,,247.0535833174013,,,,,,,,,259.46033572536237,,,,,,,,,,312.5825873008566,,,,,,,,,,,,,,,243.49849701055476,244.38304364729694,315.41062409844113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015Q1,2,449.00376530818306,,458.51432670981745,,,404.14490308924115,,459.82774036414827,487.01426734585925,,432.34352265500246,361.9759961723108,352.930129349555,516.5990986599039,,,482.09775403346634,500.42314697981834,449.952856027307,498.58013162700104,,,648.7401845659308,615.871100519664,787.1999403799854,817.9492191427718,718.3437361503796,889.9775500509955,860.8749665593555,1012.9287911370515,,,,359.79942972904365,,,601.98413665234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.92373139623146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.6890202518546,342.70660607306854,348.6750503394083,383.49366475511357,508.1986087894115,723.2508343384038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015Q1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.98707189631676,,,,,,,,,,,,708.2896163281013,408.98681496213555,603.4622025479335,,,,1868.06080380147,,,610.5843667796696,,756.8219138363241,733.7216423579047,,402.87013874544834,967.2409766918569,788.298950542806,690.4058132586911,,508.09805670140963,1123.674275180443,,454.6796166325159,411.53895957367257,413.97857980172097,694.2563997408901,,,,,,,,,,,1002.2216726656371,518.295131017326,,,,464.1980642106101,,,,,,,,,,681.9719379456675,523.663106780989,,,652.2922960767007,1289.349125335833,,,,,,,,,,,,,,,,,416.24903016117753,,,,,,,,,,,,,,,,,,,1164.2129719276697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.4966144196513,487.4259384932908,546.3228601229331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015Q1,4,,462.28771769683107,,,,,,,,624.3114846784565,389.1570730423944,,,484.33405067624795,822.1258523466826,,,,,,,461.4441613131072,,363.8822278192687,,,,462.23182720269983,644.279053583881,,,,,,548.9124507474598,416.9721414915223,,371.49355519739964,,365.73135288344605,,425.9023375954841,460.454333184125,,380.74958588835875,,559.5026540885765,946.2653065791102,1008.5671531712458,,,,,,391.08273724664866,,,,,,,360.73462878978074,,,,,,,,,,385.5188885014588,370.7611918244531,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.22662546608126,,,,,420.7421458942164,,,,,,,,,,,,,,,,,401.2158001673211,,,394.88747942574383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.8540215269687,388.38905588005264,428.06028966121363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015Q2,0,510.0784516891632,,577.8042643388745,,469.82053102956365,,,571.3054867575268,544.8830741803773,,520.1303710474086,,,734.9927002340299,,,565.6020903533689,496.2305613508557,,471.246017407039,505.9710890050667,,710.4772645518183,622.7031215844526,868.7112977216829,824.8346039571902,637.3356321975491,921.4039634000691,1197.0350531451356,1005.5740125703177,,,,503.3808333460521,,,543.1257963115393,527.1804449944614,,,,,,461.0982239357655,,,460.4100796866375,647.9414563661992,557.0441700723538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637.2974538891739,,,,,,,,,,,,,,,,,,,520.7761734223434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.1247489666014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.1994804617839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015Q2,1,,535.4241522532293,,1084.8078674092544,,,,,,984.0551991407704,598.9259004029714,,,,761.1969264243113,,,,,796.5002934693825,,1062.6212613483292,,,,558.0747412969547,,882.5883153037473,969.8401734603168,615.4347799373193,,,753.7967335998418,,657.4999140066045,553.4098197454787,,,,,742.1952031628331,736.895787753526,1126.0356229664924,,697.2814884280109,998.652567232303,940.3801507681789,1644.6381135729391,935.2254722807573,,,,,,,,,,,,,,,,,,,,,,,563.2578780198904,627.470964346949,,,,,,,,,,,,,,,,,,,555.6013642638228,,,,,,,,,615.9358819286,,,,,,,,,,,,,691.1266871535092,600.3335728057069,,,,,,,,,,,,,,,,,,,,,,,,,,,,563.7232231914826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.7963606558037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015Q2,2,,,,,,,,,,,,,,,,195.60379298604713,,,,,,,,,,,,146.58858345625933,,,,,,,220.36609117166134,,,,,,166.47386721318213,165.02955596035417,,,,556.7835487324086,269.7538726641832,314.3867908837921,165.59218860602252,,,,,196.12143418561962,,,,,,,,,,144.07276073125726,,,359.3918805415862,,203.6261706582522,179.19650451879596,,,212.51896171024433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.9242683191059,,,,,,,,,,150.24515848582894,,,,,,,,,,,151.71386853330324,,,,,,,,,145.1095571745981,,,,,,,,,,,,261.90283342907804,,,,,,,,,,,160.43453350097346,,,,,,,,,,,,,,,,,137.87995123710928,139.47074529148,145.9129031900824,151.5749791286049,181.19761673840875,186.38572342229725,187.141912295016,209.66079731144498,210.72602548504673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015Q2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.7947263156593,,,,,,,,,,,,,,,,,,,1599.5951143336868,473.87090897526207,1353.9305818613816,,,430.60154575183344,1415.1866305810745,490.6317961995671,,572.441582091729,1049.8836816605155,567.2654373519824,502.1878510009684,541.4473261516018,505.5998665774438,873.6983682509679,596.7193369269921,602.8494098122163,,,857.016593938938,531.8190459911787,590.9640488588253,,503.99239980249826,693.7738929040272,429.40555952590097,,,,,,,,,,,,,,543.9723536372518,,,,,,,,,,,,,,,,,,,,,,,,,,446.8213174470517,,,595.3926767541004,,,,,,,,,,,,,,,,,,,,684.5260798749083,,,,423.05204984804055,,,,,,,,,452.5505318598737,,,,,,,,,,422.04717527555607,,,,,,,,,,,,,,,,,,,,,,,,,,418.4740454483812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015Q2,4,,,,344.0714189187428,,,,,,,,,,,347.47206340236613,,,,,,,,,,,,,,369.10059015981045,,,,,,,,,,,,,,,,,,810.860782547086,,354.20758717925276,,,,1104.7219470314487,,,392.87255215196745,,,,454.02393068500385,515.4297424720385,581.7033681878132,,665.9869652204352,,403.74555694702417,1132.4117890062687,520.0063475611327,344.32819739606236,628.2480003860069,442.8264616063528,483.15118592380963,657.3925998758695,493.87373780198305,,,,,,,,,463.07333706698523,,,,,422.1557081638632,,,,,,,,,,,,,,411.2963730978527,660.5265071148507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561.1076512097655,523.1889010184227,,,,,,,,,,,,,,,,,,,382.287378647777,,,,,,,,,,,362.43898074451704,,,,,,399.0473746698959,,,,,,,,,,362.62042011615364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015Q3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726.7770564429637,,,,,,608.3868983596574,,,,,,,,,,,,1889.1988686104185,,628.2065462993545,,,,1826.250507309923,,,630.8927260674467,950.5833889489948,571.4984557483846,532.0666851303577,678.7799012019616,794.3482229515812,1215.9726817032629,654.8539803994902,817.7608702750628,,531.1901561828016,1755.5581818160795,595.156106801367,743.4282443333568,674.4626908745981,611.1036351518868,813.8931610421384,,,,,,,,,,,785.0470659737089,623.2390784518972,,,,,,,,,,,,,,732.486170589108,,,,544.0647853152783,1130.7344848212588,,,,,,,,,,,,,,,,,541.6635717739504,,,,,,,,,,,,,,,,,,668.7282803023999,,614.5388638871725,,,,,,,,,,,,,,,,,,,532.512719451635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015Q3,1,,,,,,347.57521698301593,,442.19817993590266,,,376.04228512388926,398.28489116416546,,551.3949171986462,,,418.5289356658587,,,490.32745447377255,378.62161515589025,,522.8756182506609,533.558132484687,713.8356530314124,627.2259473844366,727.798740725138,867.7448045465117,930.1429715984365,757.7752531188287,,,,419.91175277642094,,,559.1066012729619,415.9136616278762,415.28329779552865,,,404.2322563596697,,533.2911693452965,,,,703.2942413179826,611.0328400899292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.6960155626487,416.4553714616637,,,582.4583071823354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.6317962541168,356.33095551139303,365.4798109797927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015Q3,2,,,,,,,,,,424.3870659965058,396.52095510093494,,,347.6606784744067,426.7995096386556,,,,,,,,,,,342.31794169041126,,483.75745116671976,444.75718527421526,431.8840819454866,417.36895730554875,,,,352.7981712433758,363.3480171333718,,364.0877814500831,,398.2145902690085,600.2488835705082,,,,468.4199212521836,432.10406153479056,514.7279544919669,1031.1260876027454,1744.6059124679675,,,,,,,,,,,,,512.6785169423022,,,,,,,,,,,,,,,450.7730869705666,,,,,,,,,,,,,,,,355.4651021653839,,,,,,,,362.5922000214609,,,,,,,,,,,,,,,387.32096619994,,,448.18105172619255,,,,,,,376.15768268995777,,,,,,,,,,383.13550781418746,,,,,,,,,418.8846064192303,,444.1592248307602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.8957022963106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015Q3,3,,,,1651.4328491672684,,,527.2312566505643,,,,,,,,441.2443239045125,645.5040639513994,,,,660.5516380553039,,779.7713840486374,,,,,,609.191158360683,,,,,851.0492933183308,,546.2604095758145,,,,,,569.0143409943727,,863.7702301611283,,,1112.6866818535457,2127.346738033696,609.961754495891,,,,,,,454.4835698427476,,,,,,443.24794014901846,,,,,,501.96875596428936,1058.685932571841,,437.60920059750157,498.1648092878145,,1197.497760513309,,,,,,,,,,,,,,,,,,,450.4130908959378,,,,,,,,,,,,,,,,,,,,,,850.8662060705581,,471.3496939138275,,,,,,,,,,,,,,,,,,,,,,,,431.81183979428494,496.42702884422596,,1235.1755484609641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.0850380382267,,,,,,,,,,,,,,,528.7269877547928,681.0370560206549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015Q3,4,,682.7148177489876,,,,,,,,301.0097180115129,,,,,452.72452602082694,,,314.48897814911504,,,,,,605.6741626824389,,299.4867719341923,,422.552521674904,403.54125472345817,399.19002935243316,,,,,,,,263.9974802272823,,,,270.634005497913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.05839416413426,,,,,,457.65231027237394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.88330530465186,,,,,,268.3020303145903,,,,,,,,,,,,,,,,,,266.0511980833443,267.31780968847374,277.1662835790109,277.21617858249857,293.1153096636398,310.19995225223204,347.4596279309113,358.1560920734117,455.76572013335755,497.6196505649888,507.9637238254479,523.1994721369853,602.6549969320749,790.1983681534865,903.2511673402001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015Q4,0,,,,1054.6321120353234,,,,,,,,,,,,,,,,,,,,,,,,898.2203070948166,838.037865757467,,,,,,1015.9514971289082,,,,,,,,,,,1089.785888299321,2920.561680884485,897.7598231611291,,,,,864.7114127188853,,,916.0010982048499,905.796761676413,,,1130.0098773899008,1322.1826895079541,920.6532389001927,839.5474190164286,1362.8655223661594,,830.4037870438284,2391.182830649897,1526.5151289209255,1129.5561408865622,1305.6825538598785,1062.5030331918178,1244.0376281966512,1436.9380901327993,,,,,,,,,,1045.8115222480662,,,,,,,,,,,,,,,885.6438746599778,,,,,1065.9678740521183,,,,,827.9982646148426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939.4125328443246,,,832.3993522087175,,,,,,,,,,,,,,,,1051.447049178696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015Q4,1,227.184593505749,,355.9998815601457,,,,,157.036553685983,538.4014435576419,,184.74359150747955,,,154.97557243978702,,196.59752293363434,155.69722074180072,,,,,,239.43970893558333,,283.7708906808773,249.76781708237195,,230.46654356370178,352.14394155379745,157.3382967899093,,,,,,,,190.73339146529173,,,,,,,,,,168.40975966958004,294.98436054235236,,,,,,,,,,,,,373.3377934868693,,,,,,,,,,,,,,,214.22028291755583,175.75614157041173,,,,,,,,,230.85293010442732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.00513035833222,,,,,,,,152.2529396727159,,,,,,,152.11971984782164,,,,,,,,,,,,,164.25157950248865,,,,,,547.3771028617314,,,,,,,,,,,,,,484.32305916534443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.55470593906986,162.1285271125938,166.69125503482823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015Q4,2,,,,767.3503227687522,,,,,,1023.6575617585634,,,,827.5927966047451,677.9278720202233,,,,,857.408193358636,,936.2885738164367,654.2521470078949,785.6559094599743,,683.048383172936,,914.8351628271669,1372.363887083404,873.6318320187042,,,889.4494631837772,,,722.1389477202458,,649.0521513943863,656.5953667262086,952.8025718408664,660.3571201135147,1051.6526889547722,1208.7475833720373,712.1525883669354,888.2720874956545,1048.1928580613496,1025.9876174739761,2307.9661061081856,1906.4653007412246,,,,,,,,,,,,,,,,,,,,,,,,676.8562189019044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674.3536871235275,,,,,745.0481524021346,,,,,,,,,,,,,,,,,,,,,,,,653.7227057203706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015Q4,3,,,,441.05837965172685,,294.5347965700318,,258.42975040744375,,,394.79971783971615,438.7610781642971,,,,,284.80990056641497,337.43609060393953,280.2029343744329,508.13555834635326,,379.2036192046674,368.8984032618186,345.2687003286543,422.4182755271859,312.7602795625728,708.2420535867728,597.0436161675672,528.934687777076,567.7059223188073,,,,,,,276.69091807681133,263.89878370785357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.72096143483986,,269.2380466737081,,,,,,,,305.8113327371473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.04384497794166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.8409538421586,,,,,,,,,,,,265.9353333316655,295.79662202344576,299.58878334040907,305.7159305578682,328.7711109387549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015Q4,4,,,,395.83625668599393,,,,,,,,,,,,,,,,,,,,,,265.25740986145416,,273.4343703464809,367.5196178279871,,243.99459873650548,,,,,,,,,,,219.55525962721148,,,,,438.0293797492394,242.48489894406825,928.8734676147944,,,,1308.6654731925464,,,,248.7021044895221,,,,,381.91708435306373,,,,,425.98979492497597,,,,,,,,,,329.52732463426685,,,375.3976938198068,217.77287960188167,,,,,328.4115463335653,,305.8678129511929,275.51618929574425,,243.87875026194533,341.54270887091843,,,,,,,221.58542050818798,,262.33010800571634,360.86081734178725,,,,,,,,,,378.7906053864379,,,,,,,,,,,,,,,,,,,,,,,,254.66099939563048,,,249.4015628879852,,,,,302.3018608318604,,,,,,232.0932385890812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.05820399792165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016Q1,0,,,,539.2383462636936,,,,,,,326.7670851162254,,,,,,,,,,,,,,,,,341.5812892062138,653.1879210694531,,,,,,499.83539647363244,,,,,,336.8543959507398,412.11031739179896,394.04273884855445,,,988.7271344870992,901.3060225161291,495.92478776269166,579.2040393304756,,,,364.828238879929,426.8580863776133,,,,,,,,507.6762000409678,,,,,316.5321148987283,360.0736508597074,848.5171123839599,,,429.82326116191905,310.6992813892396,,,,,371.69638687170783,,,,,,,,,,,,,,,,,,,,,,,,,316.5042941744331,,,,,,,,,,,,,,,,,,,,,315.2966445078949,,,415.55780461591183,,,,,,,,,344.2611165893849,,,,,,,,,319.7598870047694,,,402.79570959354015,,,,,,,,,,,373.5147201995167,,,,,,,,,,,,,,,,,,328.0009565825431,,,,,,359.77826342577134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016Q1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,574.5823408840748,,,,,,,,,,,,,,,,,,,1481.965408608518,648.1714465194901,1432.94440216678,,,,2220.329784494667,,,732.4109173133115,932.3979078942798,706.4219553534923,732.5354212505689,650.5131811639117,624.2043140892513,1207.7118833019365,785.4867431573948,706.4447998945017,,,2140.4486309867893,,,571.9482403021566,609.7259886344787,713.865198376765,,,,,,,,,,,700.2234134385753,661.8898731178148,,,,670.7828065494049,,,,551.0568781261727,,,,,,555.5938465450046,,,,,1003.2413712596132,,,,,569.2571258463869,,,,,629.1310895163728,,,,,,,,,,,,,,,,,,,,,,,,,,,692.5815842426841,,,,,,,,,,628.4161479833845,,,,,,,,,1393.7255402457579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556.2622800630614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016Q1,2,,,403.32025310576444,,,469.46474576492534,,426.8203651182494,,,467.8835409524855,358.5253539385948,340.27428737199955,423.51693913053293,,,512.2015758321584,360.2010870034908,376.59607889019975,415.4517223810343,388.4017096504243,,446.9946766679425,690.0873285468018,779.2902792612017,706.5630809917633,772.2648549204374,791.546945025834,821.5813096214468,925.3466451792783,,,,455.41714251079065,,,357.42444224525764,367.1009359759224,,,,,,,,,,435.4601881741379,549.2096559217117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.0551249978512,,,,,,,,,,,,,,,,,,,392.4430978074156,,,,,,,,,,415.5693730039545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.4516964396412,,,344.4125532165502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
