,,mobile,board,global,way,director,financial,development,add,country,good,world,system,datum,provide,product,people,help,time,use,asia,industry,work,market,technology,new,customer,need,service,business,company,low,fall,export,point,increase,japanese,trade,report,high,bank,continue,sector,policy,airline,economist,inflation,government,rate,expect,china,month,rise,economic,japan,economy,growth,local,keppel,supply,firm,trading,large,water,day,project,state,oil price,cost,come,week,billion,stock,gas,price,oil,term,risk,kong,hong kong,group,hong,interest,capital,bond,asset,fund,investor,investment,launch,operator,manager,plant,mall,award,fee,design,public,solar,trust,hotel,unit,bus,property,energy,reit,income,result,ago,yesterday,loss,2014,net profit,earning,end,share,profit,net,quarter,revenue,home,find,chef,include,start,run,play,open,artist,look,know,wine,restaurant,old,food,want,like,art,issue,stake,offer,acquisition,acquire,average,shareholder,close,value,purchase,holding,buy,2013,sale,square,rent,residential,building,developer,sq ft,ft,psf,office,space,area,sq,land,site,pay,minister,big,small,speed,drive,engine,vehicle,model,premium,coe,cat,sport,tax,worker,car,counter,exchange,noble,list,sgx,dollar,equity,build,ship,management,develop,programme,international,information publish,publish,base,corporate,information,remain,2015,productivity,change,future,sme,job,support,singaporean,lee,place,brand,buyer,estate,private,party,sell,partner,team,network,region,startup,platform,city,south,republican,lead,member,asian,leader,asean,chinese,political,american,president,insurance,plan,life,insurer,win,leave,european,brexit,uk,eu,court,charge,malaysia,authority,mas,investigation,money,transaction,account,deal,1mdb,interest rate,fiscal,currency,yen,central bank,monetary,central,2016,foreign,donald,east,clinton,candidate,election,presidential,trump,consumer,payment,innovation,film,social,manage,organisation,security,road,lease,2017,solution,digital,house,thing,think,kmh,agent,second,demand,port,grow,index,fed,debt,hike,note,hold,target price,target,tender,club,green,line,construction,golf,watch,north,korea,airport,south east,grab,chairman,propose,governance,restructuring,independent,executive,set,serve,experience,star,feature,feel,create,white,believe,washington,president trump,period,2018,real estate,dial,dbs,event,case,wealth,raise,child,swiss,gold,movement,charity,banking,client,timepiece,31,2019,general,plastic,fair,medical,dr,waste,power,agreement,hyflux,online,venture,dish,kitchen,bar,menu,dining,room,flat,centre,tech,culture,ceo,employee
2017,8,,,,,,,531.1916238807024,258.2917882044073,,,,,,,,,,481.7584782828009,321.1686809475307,,,279.54505467521534,290.79013438459026,,552.2480272731608,,,238.1299970111306,237.3895560258189,530.566431431872,,,,,,,,,307.4567078651904,,,,,,,,,,,427.79190480350195,,,,,,,,,,,,,573.2726712737634,,1060.0091940498885,,,,,,,,,324.78815915904954,,,,,,668.2348049951399,,,,,,,,,247.47691000596478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.8623904240836,,,,304.5030684933286,,,,,,,,,413.7448333162377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.67143076527805,,,,,241.2336289865426,,,,,,,,,,,,,,,,,,,,,,255.8370738801128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.7959164329566,285.7398035531366,287.2962008690733,298.07207556626923,374.357179483859,424.5431050087135,615.0667569176838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,9,,,1196.5916178488264,,,751.7340210727834,,,1351.7885041474945,,789.8532110505103,,,,,,,785.4794271675723,,1287.1835434772736,,,1687.303255026632,,925.5630301086626,,,,715.1124738737044,,,,,,,,2634.4884918178295,760.1261130798447,,761.801255678871,,,1518.8143323346565,,,,801.7338988199176,,,3421.802659794202,,,1736.624606653956,1515.4587287993554,1330.5760723575083,1276.006722546747,,,,,,,,,,1286.9756564810286,,,,961.5692347804977,,,,,,,,,,,,,,,,,,956.2524624792816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,974.4827322831171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,870.2218891038474,,,1677.9425984710772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.8029457128742,,,,,764.3350795025573,,2683.586247446533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,997.375912587552,1026.885646186677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,0,,,,,,,,859.592849919909,,,,,619.1576569539176,,654.9554973460014,,,1019.6564176459899,775.8534389774406,1340.0424661088634,637.4572812929896,,1428.9893284909417,,1489.7751150082597,816.732512083773,,1547.1778810859591,2158.042419750957,1390.812206638109,,,,,,,,,,,,,,674.7061575414899,,,,,,,,,,,,834.911921425189,,,,632.2272140016329,,,,,,,,684.7367527006439,647.4180384472702,,,,,,,,,,,974.0739467731654,,,,,,,,,616.830952746077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676.2619109443251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625.6096220691556,,739.1587629836065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,777.4321359026753,,,,,,764.5768485416027,789.8816835660136,,,,,,,,,,,,,,,,,,,,731.9330119852326,,,,,,,,,,,,,,,,,,586.2942762420455,693.5755649742094,1004.5006865077454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,,1722.557811846048,,,1299.0281587820139,726.9291364024289,,,,,,,,,,,,914.175676121765,,,,,894.3019391166441,,1088.4759161417282,,,,1622.5332212935805,3833.368345811284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634.80258741697,,,,,,,,,,,,,,,,,,,,1885.8732470026068,,,,,,,1097.604242243098,,,,,,,,,,,,,,,,,,,,,,,,,,,,1647.0105408477268,,,,,,,,,,,,,,,,,,,,,,,654.192076431714,,,,,,2257.7514085047037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1065.1407463539178,1098.3739866272554,1155.5866528804524,1135.6152902606896,,,,,675.6531785398168,,,,,,,757.6307001522498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623.9777534957519,,,,,,,,,626.1644955733378,,582.2170980748998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703.4745649704204,,,,,,,,,,,,,,,552.6949123660671,595.5272216485077,614.473221450227,628.7681218805551,668.744805793216,810.2329222372213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,,,2457.5853060676427,,,1902.4692146064542,,,,,,,,,,,,1885.7720425651644,,1838.9562221771323,,,7499.054773847305,,,,,,1704.056508694709,2115.748520545817,,,,,,,4368.07203268164,,2493.7672259354845,4659.324563236104,,,,,,,,2333.0076675243363,1786.27824755498,3231.4350344798563,1770.56349917882,1944.315226286378,,,1527.509821940654,2916.731324838666,,,,,,,,,,,,,,,3210.893347022797,2750.3394594321476,,2540.3566531483225,,,1674.5698689031296,,,,,,1512.506737126551,,,2087.4257718975,2747.0211830347594,2599.7274987257842,,,,,,,,,,,,,,,,,,,,,,,,,,1513.9929364752381,3750.6300120935057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1472.35285296687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1545.7168120214262,,,,1579.2496761440382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,,,,419.7031653771129,,,,,,757.6750962922056,463.2380599834481,,,,,589.362989961377,,909.9858586666448,518.7852996339607,,,479.7347478018154,,,769.6840627774131,,,,,,,,,,,,,,,,,,,,,,,,,527.3432815448772,,,,,,,,,,,,,,591.606184713131,,,,,584.930107906064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.4214800311703,1013.4143641030989,459.4481227827826,410.1639032849173,,,490.30402776114016,,,423.9063361859432,,1267.19658865391,440.5475571106959,1238.6545588773517,538.1239967596598,913.4736245232053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.0901852512206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624.7174544891554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.1186087664508,377.653175638524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.6348877160987,365.4271026793657,366.9434783593209,396.98873755934653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,4,,,,762.7310628543601,,,,,,1226.5594473670715,1027.0545410515251,,,,,966.720585040264,,1367.4728088909724,1000.2980018269559,,,1503.6794597579226,,,1384.626063322874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637.4231617322151,,,,,897.0883362960464,,,,,,,,,,,,,,,,,,,,,,,,,,,1496.5406470586242,,,,,,,,,,,,,,,,,,,,,,,,810.3202481799144,561.1385574461892,,569.3027600883054,599.1951437748849,,532.8303841056907,,,989.7711786206654,682.6115640606582,,,568.0516949664882,,883.9555825366643,1595.899591225745,1317.1173581377595,,,,,,,,,,,,,,,,,,,,,,,,789.8890826768239,,,,,,,561.5978809112536,,,,,,,,,,,,,1376.5649045899088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542.5690177501627,1152.1732047131397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582.386466102285,599.0439149351156,781.044769218949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,5,,,,,,,,,,,,,,,,,,352.3268572400893,350.35970169722873,,,,378.4212602610107,,368.8487698933771,,,,,,,,,,,,809.2324627922554,,403.24558988155854,,,,,,,,,,473.535090067323,558.9881860004839,,,,,,331.9583210008821,,,,,,,,,,,,,,,,,,1202.0256932754628,,,,,,,,,,,,,,359.58902207385466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,709.9861325102097,,,,558.7366303803456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.20847455781427,,,,,,,,,,,,,,694.0444823612672,733.1487497305556,,,933.386954795472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.9000417062537,591.5421637097286,916.7246795359757,,,,,,,,,,498.1929785865267,,,,,,,,,,573.1672536273206,,,,,,,,,,,,,,,,,1265.2628056150554,,,,,,,,,,,,,,425.09683983587956,,,,,,,,,,,,,,,668.9881131829775,750.7318176371105,,,,,,,,,,,,,,,,,,,,,,,,,,333.295340015577,352.0584077577885,360.48271779862273,380.4985462989103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,6,,,1735.34050042274,,,,1847.6815298098415,,2128.3538446282646,1711.491571204912,1896.1717552981293,2008.562885054124,1863.5404896505624,1673.3722575696227,,2044.8467046910241,2649.1036616205724,2019.5475571095292,2553.319566748876,1784.3583780704766,3204.5969339402245,3543.4968665965007,,4020.219311630197,3470.5208762407487,1634.9865203409156,3356.251479085546,2939.159632555845,5305.939174511448,5658.712955436514,,,,,,,,,,,,,,,,,2082.6731109789416,,,1712.1923498123483,,,,,,,,,,2085.998328637071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1626.257660544803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1619.6487681565475,,,,,,,,,,,1777.6239955829728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1812.2894785122328,2389.968322156829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,7,,,,,,,,,,,,,,,,,,,,,,,1101.696713368574,,805.5338054159628,,,,683.9066965132395,,785.1983477333764,652.0130614800071,,,1181.089237776562,,,,1144.9987217677262,,,,,,,,,641.9733594370729,943.2075594391573,,1276.0415317054067,1113.5458940249844,,,,749.4088818272942,,,,,,,,,,,,,,,,,,1707.7271416873089,,,,,,,,,,,,,,,,,,,,,,,,,,,938.1001775807923,,1581.7141273573518,,,,,754.0193773021585,,,,,,748.2272688775079,775.0029170322672,996.3709834032004,1328.3472430972608,2365.315878072411,1387.6293272313399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,754.5019378767045,,641.3256136552247,,,,,,,748.0656644972086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.8198703534802,,,,,,,,,,,,,,624.2415330779206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873.6490900664343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659.9143304850428,1122.6853305202274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,8,,,,,,,2311.9677807432286,,,,,,,,,,,,,,,,1241.3909886277809,,926.2849107021896,,,,,,,,,,,,,,1045.2149079041603,,,,,,,,,,793.0347345200288,,,,,,,,,,,,,,,,1888.0120727178466,,,,,,,,,1531.5158468886127,,,,,,1827.115055595199,,,,,956.2558949021975,,,935.3608393576002,830.2900227492444,,,,,,,,,,,995.6545029404696,2654.4946471685316,,3326.6051677608993,,1527.4310406663542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816.5064647248512,,,,793.3024992126469,,,,,,2264.391736979703,,,1397.8606021412031,,1572.5459250427448,869.9919126343095,871.5890462276235,785.7312784680123,,,1363.9202971568207,1229.983169570729,1929.2569657047072,2091.5569027205215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1051.115064229596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.2226234166721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,833.8485376514095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,9,,,,,,,,,,,,,,,,98.18490026694796,,252.14151324202132,,,,103.05124428409246,,,286.09261137424073,,,,,,,,,,,,,,115.82875507675348,446.5743478551721,,,,,,,,,,,,,,,,,,,,,,,,104.43985998393171,,,,,117.6663841176477,,,,,,,,,,,,,,,,,93.93341009637655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.18024775495032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.8583638574215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.80973335962881,,,138.53594773898112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.17579192611723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.5917523274086,,,,,,,,,,,,,,,,,,,,,,,,108.79928987556954,,104.4200468070965,113.37724830173939,118.59178503818458,120.08500871743959,120.79837429667731,122.32600096485658,125.77475251780486,129.6721337699657,132.06455937935817,134.56388031854323,147.4756065000596,148.5408580609913,191.76725560184744,198.67677801877113,,,,,,,,,,,,,,,,,,,,,,,,,
2019,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,892.41752327508,,,,,,,,,,1031.3194288954141,,,,,,,,,,906.2716099778169,,,,,,,854.751161940474,,,,,,,,,,,,,,,885.4077620946586,,,1067.082983941451,,,,,,1593.204399157543,,,,,950.1802085465816,,,782.617793865306,,,,,,,,,,,947.1031122211514,,825.6426156861952,,1378.9410409098932,,1097.9966591058183,808.2281715278,728.6952789353446,710.3650688144608,,748.2992665879237,,726.9787085515904,878.3715000694782,792.9553777357263,1700.7810389706415,1270.8259126546898,1708.8254881688435,1433.3008876515528,1478.9439889338191,,,,,,,,,,,,,,,,,,,,,,772.661230166348,,,,823.0694615624029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,887.1899312043968,,,,,,,,,,,,,,,,768.03565707411,815.4387463505618,,,,,,,,,,,,,,,,,,,,,,,
2019,1,,,,,501.5865036567747,,906.633662532651,,,,,,,,,,,,,,,,1217.5162756044672,,668.5800620663398,,,,628.13457334032,880.912334606548,,,,,,,,,567.4847077876937,,,,,,,,,,,,727.5250065763598,,,,,,,,,,,,,,1114.6851745291092,,,,,,,,,1635.3224884324811,,,,,,796.5605251757918,,,,,,,,,627.6386154650761,,,,,,,,,,,,1297.6161275928998,,1401.048640043051,,,,,,,,,,,,1119.4812790238263,,,,,,,,,,,,,,,,,,,,,,,,,671.7672875856756,,,,,,,,,,,1265.8725683699988,,,693.3911377626117,,717.1624892273045,,493.18001946749405,,,,669.2894038117695,643.5820968383707,751.4284353200874,840.5311152033888,,,,,,,,,,,,,,,,,,,,507.28833357098983,,,,,,,,,,,,,,,,,,,,,,,,,,,666.4217207855773,,564.8251567934863,,683.9076116694195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554.7363564055285,,,,,,,,,,,,,638.6621937268825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,,,,,132.6537515256689,,,,,295.7186160484708,226.2831822010771,,,,126.4385711395173,,,269.34754088120576,192.346938540602,,,164.4162646964276,,,306.4707745250678,,,,120.09877978973296,247.1223786945039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.81321949317908,,,,,143.46497909100765,,,,,148.88655252479293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.47495675364513,,,,,,,,209.8989353825719,,,,,177.51776357583017,141.06710289881684,,,,,133.2339361296351,,123.01104354866759,485.06978311884643,,,414.59445377999657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.12823981526203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.5948402049359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.58182472783494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.08729237938819,129.56814227400736,137.31392086577145,138.1623535649944,148.95149213200298,236.55150797087433,,,,,,,,,,,,,,,,,
2019,3,,,,,,572.393831593854,,,,,,,,,,,,671.6036229014818,383.10599412810075,,,,,,533.0948810819513,,,,453.8542643117501,1243.9871033687,,,,,,,387.2271768790824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.04098010706207,,,,,,,,,,,,,,659.8855551892301,,,,,,,608.4034972378421,,,,,,,,,,,,,,,,,,,,,,,,,,,,561.5014553463966,,,,,,,,428.12781428418197,,,,,,,,,,,,,,,624.1027423321372,,,,,,505.4379108390942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.4057678859826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584.1633433594269,,,,,,,,,,,,,,,,,459.71067398728337,411.5830465229487,793.9466294966297,,382.5138159006305,,,,,,503.089433548517,507.17929828105036,548.2850836745922,443.583035863962,,,,,,,,,979.7995503015427,,,,,,,,,,,,,,,,,684.5933392578452,,,,,,,,373.3765696472119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.52080388698687,570.1251990161861,894.6452354197935,,,,,,,,,,,,,,
2019,4,,,1337.7312008920226,,,,,925.959015967555,,,,,,,,,,1065.7429262640164,,979.3191962821465,,,4188.393862794243,,,,,,,,881.5352761737875,,,879.1435427063591,,,3055.1215538939487,,1267.7487471047623,1806.084923591801,,,,,,,,1364.198941490698,1061.945848024837,2347.6468814570644,1106.2985976587859,,,,864.3491014440923,1831.0435210655987,,,,,,,,,,,,,,879.4158654719205,1478.9046165938614,1267.807330237316,,1277.399428138156,,,,,,,,,,,922.9377228273747,1071.2891192004097,1832.2741296760444,1403.3292250519773,,,,,,,,,,,,,,,,,994.9510941747417,,,,,,,,,898.7111453263183,972.4595502948039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1117.4090531702084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,898.9131727844834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1126.1730856232768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,5,,,,,,432.7303930469798,,,,668.7193259897292,516.6574860894569,,,,559.3924956053944,,,707.1157366049982,489.1373722883644,430.0148784294123,,,866.9640902038703,,919.4610017163373,1313.488074072205,399.4098168796381,970.5115920397332,1300.5953837513966,1110.6706195108216,,,,,,,,,,1680.9530101262073,,,,,,,,,,,,,,,,,,,,398.6054377968598,,,,,,,,,,,,,,,,,,,,712.6764073179467,,,,,,,,419.9290713504137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602.6162618430528,,,,,,,,,,,,,,,,,436.36325519358735,,,,,,,,,,,,,412.85994148807924,,,,,,405.0775495419719,,,,564.2216380757443,588.1775545772621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554.8056690042315,,,,,,,,,,,,628.7922000578607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.7312206292308,,,,,,,,,,502.2757759081634,,,,,,,,,,,,,,396.4647438449802,432.5220515250765,,,,,,,,,,,,
2019,6,,,,234.08035740694768,,,,,,462.09361280910485,,,,,,,,276.65575704092294,297.5868948220035,,,180.58391663778406,,,505.3243332391927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.45616716596214,,,,,305.55895927038335,,,,,,,,,,,,,,,,,,,,,,,,,,630.493865172581,,,,,,,,,,,,,,,,,,,,204.19180052117616,,671.9698624924356,,,,,170.22139713260637,,309.9002296103962,,,595.0005479509207,217.85889545029664,380.96033601877645,251.127906686151,563.0384924548702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.28488595131478,,,,,,,,,437.59284248846376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.2187073860315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.57480034365778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.65807839003173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.5278301207253,193.45324427008563,205.12112492853095,208.83536642001724,232.7072642010932,338.09986380086127,348.0691855250039,,,,,
2019,7,,,,450.56396931361064,,,,,,559.0255982223616,723.3935607480822,,,,,643.1582357298049,,891.6307271530632,,,,890.9440995741887,,,868.5988594539725,,,,372.4443454675983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535.784425651508,,,,,552.8059869518128,,,,,,,,,,,,,,,,,,,,,,,,,,,841.584947291345,,,,,,,,,,,,,,,,,,,,,,,,396.19045790368364,380.64985479854727,,474.6267979728847,494.1015288146895,379.2979884145648,405.22631546973855,611.979125029177,,513.3330176132124,478.3263781111625,,,397.77747311798726,,571.0804055416702,744.4578993213806,,,,,,,,,,,,,,,,,,,,,,,,,512.3712070310406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,781.8172066428328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.9772444845465,,449.3753034738416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.0300041121519,,,,,,,,,,,,,,377.929118417013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.9715144777074,,,,
2019,8,,,,,,,817.9051899017396,704.568553192096,659.4606803273792,,,,,570.2113288777491,,610.9729147481039,831.2256666675536,727.6454231067815,857.2255940982965,635.882972056704,965.3673419246174,1296.8506952499192,,1319.6117688852153,1113.234245105779,,978.1699332382293,659.5997220937835,1095.4225821078576,1305.4718727404322,,,,,,,,,,,,662.4717306903196,,,,,990.3207289080235,,,,,,,,,,,,,838.0981235901429,,,,,591.8438069776374,,,,,,,,,,,,,,,,,,,,,557.6848339144859,,,,,,,,,,,543.4769978723587,,,,,,,,,,,,,,,,,,,,,,,,,,720.3998086725694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666.1705161440025,,,,,,,,,,,,,726.7398884493226,,,,,,,,,,,,,,,,,,,,,,,,,,,685.8196408712467,,,,,,,,,,557.3834525432454,,,,747.2096062865144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722.9124609913705,,,
2019,9,,,826.9475160261153,,587.8812879700766,,,,593.0724768215256,654.0073353787991,,,961.6575931722498,,,706.6994359615561,723.7688457352152,746.8468401892667,,1153.5394616042,769.8856299333579,1423.9488537048242,675.2259883768577,1146.1303177629406,1031.0884126781048,811.233113109781,1362.2030100410477,891.8559906450553,3451.3692288076645,2097.0764319661457,,,,,,,,,,,,,,,,,,,,,,,,,731.044983788398,716.3929999895852,,,,,,,,,,,,,,,,,,,,,584.7372839551265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582.9077603237041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.6893531937145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,790.0968264039236,,,,799.8956144553158,,,,,,1103.1301085243906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617.379427805245,631.583732560417,1022.6597823589527
